 hope to hear about your book & hope i get in! 3rd time`s the charm,hope
 bored..,bored..
 youtube not working,youtube not working
 i am addicted to apple products.,expected
" i definitely will , although with the caveat that i normally only read non fiction..but have more in recent years read novels","i definitely will , although with the caveat  that i normally only read non fiction..but have more in recent years read novels"
 miss my baby.,miss
 i don`t ship out until october,I don`t ship out until October
 hilarious fun,Hilarious
 good,good to know
 love you,d tell you love you 2 oxoxoteambreezy
" , finally, someone spreading the hayley love via twitter. welcome to the club, taylor.",", finally, someone spreading the Hayley Love via Twitter. Welcome to the club, Taylor."
" man, 4 months until we get to see what those drunk tweets were all about","man, 4 months until we get to see what those drunk tweets were all about"
 missing,missing
 happy,a very Happy Mother`s Day!!
 great,great party alenka!!  happy birthday chicky!
 my head aches badly,my head aches badly
 the sun is shinning! im off out!!,the sun is shinning! im off out!!
 lol.,lol.
 coincidence,fan too
" clogging up somewhat today, connection errors a plenty.",connection errors a plenty.
 and young ones....'look what i found'....'breakfast'....,and young ones....'look what I found'....'breakfast'....
 aww cant wait till u get 2 sydney ;d i missed out on tickets tho.. :o ****,aww  cant wait till u get 2 Sydney ;D i missed out on tickets tho.. :O ****
 _lavish i told diamond to follow you. and why u aitn share the starburst,i told diamond to follow you. and why u aitn share the starburst
 excited,excited
 these difficult situation force us to think about marrying a lovable girl,These difficult situation force us to think about marrying a lovable girl
 you and i apparently how are you?,you and I apparently  how are you?
 you and i apparently how are you?,wtf happened?
" good morning tweetie world. have a great day, everyone.",good
 worst feeling ever,worst
 just got up wheres the sun? =o,just got up  Wheres the sun? =O
 interesting,getting shows can be an interesting process.
 sad that everyone is leaving me.,Sad
 waitin on them 2 tell me what`s the plan,http://twitpic.com/4jhp8 - Waitin on them 2 tell me what`s the plan
 love,i love cobra starship!!  thanks for the suggestion!
 awwww wat i was gonna buy myself something pretty nvm,awwww wat i was gonna buy myself something pretty  nvm
 **** it,**** it
 i felt so bad!,o bad
 enjoy,enjoy
 signing off. mom`s day tomorrow.,Signing off. Mom`s day tomorrow.
 great,great
 no one told me,no one told me the mutual admiration society was meeting
 no window seat,no window seat
 happy star wars day!,Happy Star Wars Day! May the 4th be with you
 sad,I`m a lil sad
 but that`s nothing.,hasn`t recovered-n
 i work at a movie theatre in toledo and i`d let you come see it for free. but it`s not in 3d,I work at a movie theatre in Toledo and I`d let you come see it for free. But it`s not in 3D
 and that prob wont happen....,and that prob wont happen....
 sad,sad th
 stuck in work,stuck
" come on, man, give me some slack!","Come on, man, give me some slack!"
 celebrating,celebrating
 #itsucks,#itsucks
 sounds even enough to me,", sounds even enough to me"
 babysitting my hubby cam cam,babysitting my hubby cam cam
 that would be great!!!,that would be great!!!
 _gutter trent wore that shirt at my show,_gutter Trent wore that shirt at my show
 wishin i didn`t have to work,Wishin I didn`t have to work
 missing,missing
 as if teenagers need any more encouragement,As if teenagers need any more encouragement
 sick......,Sick..
 calms me down.,calms me down.
" up early so washed and waxed the car. i`m sure the neighbours think i`m mad, i wash it nearly every week.","Up early so washed and waxed the car. I`m sure the neighbours think I`m mad, I wash it nearly every week."
" oh, time to eat and make conversation with the domestic partner.","Oh, time to eat and make conversation with the domestic partner."
 amazing,would be amazing
 cancel,They cancel flights and don`t have a lot of backup planes. And no first class
 happy,happy
 chabibi. it`s a long running joke. i don`t give a flying **** if anyone follows me at all!,Chabibi. It`s a long running joke. I don`t give a flying **** if anyone follows me at all!
 is easier this way in my phone... i will twittpic from my pc later on i did it this morning with p. diddy pic,is easier this way in my phone... I will twittpic from my pc later on I did it this morning with p. Diddy pic
 good morning twitters!!! i am soooo tired...i really need 2 stay off of twitter...lol this **** is taking over my life...lol,Good Morning twitters!!! I am soooo tired...I really need 2 stay off of twitter...LOL this **** is taking over my life...LOL
 hoping i didn`t fail english. that would just be sad,hoping i didn`t fail english. that would just be sad
 no luck for pc gamers,No luck for PC gamers
 ah! i almost missed snl. thanks twitterfriends,ah! i almost missed snl. thanks twitterfriends
 that`s how you go from series to season. the days of being an elite team are over in dallas. epl derby day tomorrow. tell me what i miss.,That`s how you go from series to season. The days of being an elite team are over in Dallas. EPL Derby Day tomorrow. Tell me what I miss.
" talented, yeah.","Talented,"
 gutted,a second chance shudnt have. mowgli didnt. gutted
 useful,be usefu
" yes don`t forget the koala pics i`m pubquizzing tonight in the 11e if you`re back in time. sinon, mardi?","yes DON`T FORGET the koala pics   I`m pubquizzing tonight in the 11e if you`re back in time. Sinon, mardi?"
 thank you soooo much!!!,Thank you
 beautiful,Beautiful
 _addict yeah like super short i guess i`ll just have to hold my breath till sunday.,_addict yeah like super short  I guess I`ll just have to hold my breath till Sunday.
 i want to play audition with anna ~ -mhc-smooch,I want to play audition with Anna
 freaking out,freaking out
" fail on legs and feet. i`ve been scrubbing them and feet look better, but they looked awful","spray tan = fail on legs and feet. I`ve been scrubbing them and feet look better, but they looked awful this morning  Everywhere else = ok"
 god i just want to sleep.,God I just want to sleep.
 awesome,you awesome lady you!
 loopjazz yess!!! ez most bejï¿½n,LOOPJAZZ  yess!!! ez most bejï¿½n
 apparently not.,Apparently not.
 new super power camping place -> 24 hr mac @ springleaf tower ...still eating my fries.,new super power camping place -> 24 hr MAC @ Springleaf Tower  ...still eating my fries.
 ugh i missed,missed
 says she wants to be w/ marykay @ sendai right now,says she wants to be w/ marykay @ sendai right now
 fun,fun
" nope, would be no music","nope, would be no music"
 going to see star trek,Going to see Star Trek
" is aching from rugby, good game","is aching from rugby, good game"
 its almost your birthday!!,its almost your birthday!!
 nice,nice showers...
 thank u,Thank u
 i want all the soldiers to come home so we don`t have to hear about anymore being killed.,. I want all the soldiers to come home so we don`t have to hear about anymore being killed.
 hmmm they are on offer in tesco as well but i don`t think the wee one next to me will stock them!,hmmm they are on offer in Tesco as well but I don`t think the wee one next to me will stock them!
 guess i have to go back and scrape out the oven now. blerg,Guess I have to go back and scrape out the oven now. Blerg
 having a pj dayy.....doesnt happen veryy often,Having a pj dayy.....Doesnt happen veryy often
 welcome.,welcome.
 sorry.,oh no!  i`m sorry
 couldn`t participate,couldn`t participate
 i hope it`s something relatively minor and easy to heal. i can`t stand it when the furbabies get sick.,I hope it`s something relatively minor and easy to heal. I can`t stand it when the furbabies get sick.
 awesome.,it`s awesome.
 cant get home,but cant get home
 @_newamerykah_ im alllllllllllllllllllllllllllll about that... a **** woke up late... didnt get my breakfast (wakenbake),@_NewAmerykah_ im alllllllllllllllllllllllllllll about that... a **** woke up late... didnt get my breakfast (wakenbake)
 you forgot your fans too! haha,you forgot your fans too!  haha
 happy mother`s day.,Happy
 dead!!,system is DEAD!!
 goingg to school today,Goingg to school today
 watching the 3rd episode of jonas,Watching the 3rd episode of JONAS
 awww i`ve lost a follower i fail,fail
 in 1 horse town + 2 blown out car speakers =,In 1 horse town + 2 blown out car speakers =
 miss,miss
 pool is still closed and it is cloudy. what should i cook tonight?,pool is still closed  and it is cloudy. what should i cook tonight?
 _b all the shows are sold out so i have to wait til tomorrow or sunday...,_B all the shows are sold out  so I have to wait til tomorrow or sunday...
 so jealous.,So jealous.
 bruised.,bruised.
 thanks,thanks
 grounded,i got grounded
 i miss him alot,miss
 on tha` bus,On tha` bus
" thanks, i deserve it.","thanks,"
 such lovely,h lovely
 home from china & back to work,Home from China & back to work
 scrub and moisturize... doesnt even sounds like `showering`... maybe u should be inclined to follow me en. rephael,Scrub and moisturize... doesnt even sounds like `showering`... maybe u should be inclined to follow me en. rephael
 http://twitter.com/djc_yana ~ yeah. haha! why?,yeah. haha! why?
 sick.,im sick.
 it is very sad,? It is very sad
 it sucks,t sucks
 i do! but i have to go to a dang wedding in madison,I do! But I have to go to a dang wedding in madison
" is abit happier at the thought that ashleigh & loocie with be here soonish, but sad to miss her s-ane ;)","is abit happier at the thought that Ashleigh & Loocie with be here soonish, but sad to miss her S-ane  ;)"
" is abit happier at the thought that ashleigh & loocie with be here soonish, but sad to miss her s-ane ;)",hope
excited,excited
 bored,bored
 sadly im in alot of pain,sadly
 this twitter is driving me nuts...,driving me nuts..
 rocks,rocks my socks
 listening to hey zulu - red n` meth. sux to be at work right now,Listening to Hey Zulu - Red n` Meth. Sux to be at work right now
 sad,sad
 careless,careless
 really really cant sleep x,Really really cant sleep  x
 aww,aww
 happy,Happy Birthday Chip`s sister
 worst,this is sounding like the worst lurgy ever - the one that just won`t go away ..  ...are you ready for end-of-rope action yet??
 i am a child of the digital age i use twitter to ask such questions do not bring logic into this,I AM A CHILD OF THE DIGITAL AGE I USE TWITTER TO ASK SUCH QUESTIONS do not bring logic into this
 lol yeah i guess you have a point,lol yeah I guess you have a point
 headache,headache
 better lighting would have enhanced the photo... nice angle though...,nice angle though...
 happy star wars day!,Happy Star Wars
 lol to see my king,lol to see my king
 great,Great
" marley won`t watch the french open unless it`s in hd, which it`s not... but my latest political ad is: http://tinyurl.com/lvsn76","Marley won`t watch the French Open unless it`s in HD, which it`s not...   But my latest political ad is:"
 any gear you don`t use anymore and want to throw away?,any gear you don`t use anymore and want to throw away?
" aw, sorry ur day sucked! did u see my post abt car issues? lol i think it`s safe to say it can only get better tho. beer-thirty?","Aw, sorry ur day sucked!  Did u see my post abt car issues? LOL I think it`s safe to say it can only get better tho. Beer-thirty?"
 _nessiah yeah i will in fifteen minutes or so.,_Nessiah Yeah I will  In fifteen minutes or so.
 i don`t like the term 'partner' when it comes to relationships. it`s too business like so that`s my ugly,ugly
 that`s really quite nice,that`s really quite nice
 happy,thanks! You`re the first one to wish me a happy mother`s day
 liked,liked
 love,love
 angels even though i`m probably not the third... angels and demons,angels even though I`m probably not the third... ANGELS AND DEMONS
 suck at,which i offiacial suck at
 ugh!,Ugh!
 i`m going to try & get some sleep. i got work mostly all day & i`m training for bakery also. glammyyy crocker on deck. lmao. text or call,I`m going to try & get some sleep. I got work mostly all day & I`m training for bakery also. Glammyyy crocker on deck. Lmao. Text or call
 happy,t I`m happy  ... YAY
 awesome!,awesome!
 that`s the problem.,problem.
 good,It be pretty good
 http://twitpic.com/4uy8l - lol why are they drumming there?,http://twitpic.com/4uy8l - LOL  why are they drumming there?
 ok just woke up and need to get ready before a day of getting twitterena 2.1 submitted!,Ok just woke up and need to get ready before a day of getting twitterena 2.1 submitted!
 night night twitter world. [still cant believe the thomas thing tomorrow`s gunna be fun/sad],night night twitter world. [still cant believe the thomas thing  tomorrow`s gunna be FUN/SAD]
 bored and lonely at work,Bored and lonely at work
 afraid,afraid
 audiotistic! sneak your little butt in,audiotistic! sneak your little butt in
 miss you,miss
 aint answer my call? thought we were homies!?,_Hall Is that why you aint answer my call? Thought we were homies!?
" hey, thank you so much for the #followfriday. i failed miserably to get a list together this week","Hey,  Thank you SO much for the #followfriday. I failed miserably to get a list together this week"
 thanks so much to everyone who came out to speakeasy last night! what a hit. wonderful to see you all having fun! june will be awesome.,Wonderful
 they hurt so much,hurt
 amazing,"She`s an amazing mum,"
 she did well and only checked her phone 80 times,She did well and only checked her phone 80 times
 wish,dream
 not doing relay oh well.,not doing relay  oh well.
 afraid to look at list.,Is it possible to a have phobia of phobias? Afraid to look at list.
 hello twittttty world! how do you do?,hello twittttty world! how do you do?
" on the way to wildomar, ca towing the lexus","On the way to Wildomar, CA towing the Lexus"
 poor,Poor
those special 10 selected are - of course - chosen because they are outstanding!,OUTSTANDING!
 @_supernatural_ more demon sam!! i need it to numb the pain ****,Demon Sam!! I need it to numb the pain
 we sry,sry
" it was a lonely battle, my friend, but you fought valiantly!",valiantly!
 hope,hope`s
 good morning tweeter world!,GOOD MORNING TWEETER WORLD!
 jealous,jealous
 never speaks to me in college i think .....i might just stick to unzela...if hashim dosnt shoot me,e never speaks to me
 i`m so tired of being sick,i`m so tired
 bliss,Bliss
 no ff tweet for me?,no FF tweet for me?
 exciting,exciting
 my whole body back pain treatment and detox starts monday. not looking forward to a summer of hot yoga and healthy food.,My whole body back pain treatment and detox starts Monday. Not looking forward to a summer of hot yoga and healthy food.
 miserable,s miserable
 do you know if anyone from the believers never die tour is going on warped? i know i can`t wait haha,do you know if anyone from the believers never die tour is going on warped? i know  i can`t wait haha
 not eating funnel cake at mag fest is what i am doing,Not eating funnel cake at Mag Fest is what I am doing
 l.a. said 'wipe the slate clean' before the jelly!,L.A. said 'wipe the slate clean' before the jelly!
 thanks for the concern. and checking up on me! much appreciated,appreciated
" oh ****, happy late birthday! (my txt didn`t send )","Oh ****, happy late birthday! (my txt didn`t send  )"
 lmao shush.,"with my illness comes the joys of multiple mouth ulcers,"
 back from uminaa,Back from uminaa
" math is all that is left for the day, then the dmv","math is all that is left for the day, then the DMV"
 stood for 4 hours in heels. all for looks and to b able to look over tall people.,stood for 4 hours in heels. all for looks and to b able to look over tall people.
 you did not write back to me,you did not write back to me
 love the morning time.,love
 girl u sit ya double decker neck **** down and talk about ppl who are on ur level and not above,girl u sit ya double decker neck **** DOWN and talk about ppl who are on ur LEVEL and not above
 yikes! i hope she was okay. i never her heard her say her tummy hurt.,Yikes!  I hope she was okay.  I never her heard her say her tummy hurt
 happy mother`s day!,Happy Mother`s Day!
 great to meet you!,Great
 _inthemaking :aw,aw
" : omg! i never got your message so i didn`t notice until i was looking back a ways! sorry, that was a good idea though...lol","Omg! I never got your message so I didn`t notice until I was looking back a ways! Sorry, that was a good idea though...lol"
 and jarita i`m going home now and i`m with two hot guys drool.,and jarita i`m going home now and i`m with two hot guys  drool.
 missed,missed th
 morning ashleighhh x,morning ashleighhh  x
 hope y`all enjoy the musicboat cruise. what a tough job - haha!!!,hope y`all enjoy the MusicBoat Cruise.  What a tough job - haha!!!
 worse,worse
 oh wow thanks,oh wow THANKS Wayne
 omg...did i just see a tweet from miss bonnie??? amazing...my phone died yesterday...and oster has alltel i miss you,omg...did I just see a tweet from Miss Bonnie??? amazing...my phone died yesterday...and oster has alltel  I miss you
 happy,HAPPY MOTHERS DAY
 tgif!! but i have so much work to do this weekend,TGIF!! But I have so much work to do this weekend
 today = marking *135,Today = marking *135
 not fun,Visiting family in hospital = not fun
 very excited as we have just booked tickets to vegas (we live in the uk) can`t believe the price of the show tickets,Very excited as we have just booked tickets to Vegas (we live in the UK) can`t believe the  price of the show tickets
 lol the things u gotta do sometimes man smh lol,lol   the things u gotta do sometimes man smh lo
 thanks,thanks
 take a medicine,take a medicine
 joe`s version is pretty but it`s a sleeper. shouldn`t be played at 1am.,Joe`s version is pretty but it`s a sleeper.  Shouldn`t be played at 1am.
 i`m going to bed ....it`s weird the 1st time in a long time.. he didn`t call and say goodnight ... ima lil curious,I`m going to bed ....it`s weird the 1st time in a long time.. He didn`t call and say goodnight  ... Ima lil curious
 sick,At work sick
 bad.,I wanna go see the cab really bad.
 brave,a brave
" unfortunately, no.","Unfortunately,"
 i don`t think so what time are we leacing,I don`t think so  what time are we leacing
 so bored.,bored.
 slap,This song is a slap on you face!!  ? http://blip.fm/~5jib6
" naw, it doesnt match up",it doesnt match up
 what you took your bracket off... ? and now it`s time for bed !,what you took your bracket off... ? And now it`s time for bed !
 sucks!,that sucks!
 get: 'fightstar - mercury summer' here: http://tinyurl.com/dbm4n6 from: http://tinyurl.com/cnkhev #musicmonday #freemusic,Get: 'Fightstar - Mercury Summer' here: http://tinyurl.com/dbm4n6 from: http://tinyurl.com/cnkhev  #musicmonday #freemusic
 good,good
 proud of myself and the sunscreen.,i am proud of myself an
 watching miley cyrus on youtube!,Watching Miley Cyrus on youtube!
 to eat or not to eat? its gonna be my last meal for the next 2 weeks.,To eat or not to eat? Its gonna be my last meal for the next 2 weeks.
 can`t we just all get along?,_lord Can`t we just all get along?
 happy,Happy Mother`s Day to all you tweeting mothers
 yessssss wore myself out this weekend planting my garden and working,yessssss wore myself out this weekend planting my garden and working
 _toni i`m having one of those days today also,_Toni   i`m having one of those days today also
 not a fan,. I don`t like the indentation
 i should be sleep. i have to wake up soooo early,I should be sleep. I have to wake up soooo early
 nice,Nice Photoshop Effects
 at a auto shop getting m suv fix ugh more,at a auto shop getting m suv fix ugh more $   http://twitpic.com/66of2
 'family bird is the word' i <3 family guy,'family bird is the word' I <3 FAMILY GUY
" trying to got through my 3,000 + unread e-mail messages. looks like this what i`ll be doing for the rest of the evening.","Trying to got through my 3,000 + unread e-mail messages. Looks like this what I`ll be doing for the rest of the evening."
 wish me luck!! no a great effort!!,wish me luck!! no a great effort!!
 die,i would die if they played Pushit.
 i am sad,sad
 sad,it made me sad
 omg a rat... ewwwww. omg i cant wait for tha marra.. so ecxcited. annabel cant go tho,omg a rat... ewwwww. omg i cant wait for tha marra.. so ecxcited. annabel cant go tho
 good morning.,Good
 ahhhh! cant find anything because i have way too much open,AHHHH! Cant find anything because I have way too much open
 booo....,booo..
 enjoying,Enjoying
 refreshing,Slovakian country side is a refreshing change co
 happy,Nice!
 just slammed,slammed
 gets to get up at 8am tommorow to collect money for relay for life! yay me! i do not want to get up,gets to get up at 8am tommorow to collect money for Relay for Life! Yay Me! I do not want to get up
 i`ve seriously had enough,I`ve seriously had enough
 was wong?,was wong?
 hold on to what you`ve got,hold on to what you`ve got
" i had a joke for you, but it`s too long to tweet.","I had a joke for you, but it`s too long to tweet."
 feelin ill.,feelin ill.
 it`s so amazing.,amazing.
 happy,wants to greet all the moms a Happy Mother`s Day!!
 _cochran hi corey.. just saw your reply now.. here it is 5:30pm .. an i have a long night coming...,Hi Corey.. just saw your reply now.. here it is 5:30PM .. an I have a long night coming...
 bored.,bored.
 is about to eat a hot link torta!!,is about to eat a hot link torta!!
" i`m not sure which part you`re replying to, lol - but bb starts soon","I`m not sure which part you`re replying to, lol - but BB starts soon"
 think yourself lucky! i also broke all my fingers at school when a window sash broke with my fingers like pancakes on the sill,think yourself lucky!  I also broke  all my fingers at school when a window sash broke with my fingers like pancakes on the sil
 rockin` the reception,"moms, bride & I rockin` the reception"
 yumm!,yumm!
 sick. heavy fever. went to dr`s. part of the reason i`m watching aladdin 2 now and still haven`t been fed,.  he`s in bed sick. Heavy fever. Went to dr`s. Part of the reason i`m watching Aladdin 2 now and still haven`t been fed
 if u can smell goodness all around you and energy of big city and pinch on butt feel real yes u are in chicago,if u can smell goodness all around you and energy of big city and pinch on butt feel real YES u are in Chicago
 horrible,HORRIBLE
 aye. now i want cheesecake,Aye. Now I want cheesecake
 hey rocstar,hey rocstar
 ontd is our god,ontd is our god
 doesn`t get to see her fav5 today like planned,doesn`t get to see her fav5 today like planned
 is hungry with a sub,Is hungry with a sub
 what the hell ross?! where is hugh laurie! he was supposed to be on tonights show,What the hell Ross?! Where is Hugh Laurie! He was supposed to be on tonights show
 good thanks,good
 excited,excited
 enjoy,d enjoy
 may 10 is human kindness day.,May 10 is Human Kindness Day.
 pissed,Kinda pissed really wanted to
" says new layout! back to default plurk themes, yay. pero dumugo ilong ko kaka-tweak sa font ha. http://plurk.com/p/rprmr","says new layout! Back to default Plurk themes, yay. Pero dumugo ilong ko kaka-tweak sa font ha.  http://plurk.com/p/rprmr"
 **** on me,giant wet stinky **** on me
 ****,**** up your nose!
 wishes,Wishes
" it`s this year. can`t catch it, won`t be in ny till oct 2010","It`s this year. Can`t catch it, won`t be in NY till Oct 2010"
 my stomach is killing me,is killing me
 ily,ily
 just ate way to many chocolate animal crackers,way to many chocolate animal crackers
" sad,","sooo sad,"
 taylor swift and joe jonas looked really good together. i`m kinda sad they broke up.,Taylor Swift and Joe Jonas looked really good together. I`m kinda sad they broke up.
 sweetie,You too sweetie
 sick,sick
 i wanna join the twit club......,i wanna join
 i am a freshman in this site. how to update? help,i am a freshman in this site. how to update? help
" broke up with girlfriend, feeling very lonely and heartbroken",heartbroken
 why can`t i sleep ????? is it too much to ask for :-p,Why can`t I sleep ????? Is it too much to ask for :-P
 gained 3lbs wish i could afford something other than top ramen...,If only I had a job...
 yay!,Yay!
 looking forward to tomorrow. i love his family.,love
 enjoy!,enjoy!
 hot!,was hot!
 have fun this weekend!,e fun
" cleaning my roooooooooom, about to continue playing with my dsi","Cleaning my roooooooooom, about to continue playing with my DSI"
 confusing,I think the x3 is confusing
" thanks, glad","Thanks,"
 wish i was there!,Wish I was there!
 i`m so unhappy,I`m so unhappy being here. I hate it.
 e3 2009 will be the first time i will not get to see g4tv`s e3 coverage since comcast moved the g4 channel from basic cable to premium,E3 2009 will be the first time I will not get to see G4TV`s E3 coverage since Comcast moved the  G4 channel from basic cable to premium
 sad,sad
 hurts,my stomach hurts
 wicked,how come you cant stay
 nice,It would be nice
" lol fine, i go for her too","lol fine, I go for her too"
 hope,I hope
 got an appt. w/ the doctor at 4pm today to look at these 'bites'. hoping it isn`t an infection. i need more powerful anti-itch cream.,Got an appt. w/ the doctor at 4pm today to look at these 'bites'. Hoping it isn`t an infection. I need more powerful anti-itch cream.
" finally in my bed, & i must say, i had quite an evening. i`m ready to tackle this work week & see what next weekend has in store for me","Finally in my bed, & I must say, I had quite an evening. I`m ready to tackle this work week & see what next weekend has in store for me"
 dirty thoughts,ng dirt
 cool,cool
don`t worry,don`t worry
 excited,excited
 happy,happy
 i need one more follower.,I need one more follower.
 haha. i know. and then i need a new car too. oh ps i got a speeding ticket.,haha. I know. And then I need a new car too. Oh ps I got a speeding ticket.
 dont cry for me!,dont cry for me!
 10 more minutes and i never have this class again. its kinda sad cause this class is so fun,10 more minutes and i never have this class again. Its kinda sad cause this class is so fun
" in honour of #starwarsday, i have fired up a new hope in the dvd player in full thx glory","In honour of #starwarsday, I have fired up a New Hope in the DVD player in full THX glory"
 sadly,sadly
 i cant sleep ....,cant sleep  ....
 salt and vinegar,salt and vinegar
 sorry,Sorry about that.
 bad,very bad
" yeah it did, it explained everything","Yeah it did, it explained everything"
 great mothers day!,Have A great Mothers Day!
 i`m being blown off yet again.,being blown off
 thanks,thanks joeman!
 interesting,Interesting choice.
 haha.,haha.
" making mashed potatoes, and vegies to go with `s t-bone steak for when he gets home","making mashed potatoes, and vegies to go with `s t-bone steak for when he gets home"
" lol, don`t rub it in","lol, don`t rub it in"
 surf`s up this week - starting this afternoon,Surf`s up this week - starting this afternoon
" , awe, me in work, no bbq for moi this weekend",", awe, me in work, no BBQ for moi this weekend"
 sucks,weather sucks
 i didn`t get the job but i will keep applying to other school.....i do want to teach!!!,I didn`t get the job  but I will keep applying to other school.....I do want to teach!!!
" to make a long day short--i did nothing. =d well, i had some friends over they just left (3:55am) we have been drinking since 9. smashed","To make a long day short--I did nothing. =D well, I had some friends over they just left (3:55am) We have been drinking since 9.  Smashed"
 thanks so much! we love,thanks so much! we love fanmail  talk to us anytime
" if i end up working in dc, gmu is on my 'short list' for masters no. 2. started sys eng program in the 90`s; never finished.","If I end up working in DC, GMU is on my 'short list' for Masters No. 2. Started Sys Eng program in the 90`s; never finished."
" tati, i sent you an emal doll, did you get it?","Tati, I sent you an emal doll, did you get it?"
 yum,seen loads of new photos and stuff of new moon and cant wait  lol (L) Taylor lautner lol   takes his shirt off 3 times yu
 soetimes i envy those who have spent their whole lives in one place and have deep roots... the grass on the other side syndrome!,Soetimes I envy those who have spent their whole lives in one place and have deep roots... the grass on the other side syndrome!
 died.,overheating
 she`s so young and cute and really funny!,she`s so young and cute and really funny! i miss this britney
" the wedding is over everyone has gone home, newlyweds are off to canada and finally, there is quiet! and i`m late for work","The Wedding is over everyone has gone home, newlyweds are off to Canada and finally, there is quiet! And I`m late for work"
 looking forward,Hope
" heh, thats the same theme i used on http://leetbix.net","heh, thats the same theme I used"
 great,d great
" ugh, not sure i have the patience",intelligence
 fortunately,t fortunately
 1 more day!,1 more day!
 im learning my quotess,. im learning my quotess
 i love him,i love him
 fun,Sounds like fun  LoL.
" _mcflyandjb in heaven, i`ll go everywhere","in heaven, i`ll go everywhere"
 out,Addicted
 sorry to disappoint.,Sorry
 its no fun!,. its no fun
happy,GOODNiGHT...HAPPY MOTHERS DAY TO ALL THE MAMi`S ON TWiTTER
 extremely well.,well.
 looking forward,Looking Forward
" i miss you too; i need to talk to you, i keep screwing up .. lovee u !","i miss you too; i need to talk to you, i keep screwing up ..  lovee u !"
 favourite mp3s .. there should be a way we can enjoy,enjoy
 not as easy,Not as easy as
 excited.,Im so excited. We cant go earlierrr than the afternoon?  I love you tooz
 any city person want to trade n live in the country? house comes w racoons n skunks livin under deck. *sigh*,Any city person want to trade n live in the country? House comes w racoons n skunks livin under deck. *sigh*
 best two years ever,Best two years ever
 good luck,Good luck
 hehe thank you!,"haha well, kinda! I`m Mommy to my lil` pom-chi  hehe  thank you!"
 re-direct that energy into creating men`s jewelry. and frequent walks too.,Re-direct that energy into creating men`s jewelry.    And frequent walks to
 thanks the elephants look magnificent this is what we miss due to stupid restrictions - 3g pleease and cheap!!,Thanks  The elephants look magnificent This is what we miss due to stupid restrictions - 3G pleease and cheap!!
 failed my phone does not like your phone.,failed
ugh!!!,not enough to rest.
 lol,lol
 goodnight,goodnight birdies LOL
 happy,happy
 for ? http://blip.fm/~5jbp3,For   ? http://blip.fm/~5jbp3
 i know. but.,i know. But.
" iis working until 4 now and really wants geordanos thin crust cheese, black olives, peperoni and mushroom pizza","Iis working until 4 now and really wants geordanos thin crust cheese, black olives, peperoni and mushroom pizza"
 it just thundered reallyreally loud at work and this little boy started crying,little boy started crying  I wanted to cry too...I hate storms!
 poor me,poor
 _cath a couple of years i knew you had one but i couldn`t find you for awhile..here you are!,_cath a couple of years  I knew you had one but I couldn`t find you for awhile..here you are!
 im cold,cant find my hoodie
 esp with twitter access! the party never stops - even 'at nite' cuz it`s always daylight 'somewhere' around the world!,Esp with Twitter access! the party NEVER stops - even 'at nite' cuz it`s always daylight 'somewhere' around the world!
 i queue for cake standing up and with a slight look of deranged anticipation on my face.,I queue for cake standing up and with a slight look of deranged anticipation on my face.
 happy,happy birthday
 very true. and well behaved women rarely make history.,Very true.  And well behaved women rarely make history.
 nice,nice
 hurt....,seriously getting hurt...
 living my life,Living my life
 not funny he profiled my ****. like wtf? i`m still kinda heated. ugh,heated.
 i feel sooooo weak....,weak..
 with,with
 no one calls me anymore,no one calls me anymore
 suck....,suck..
" **** financial project, definitely not having any fun",Definitely not having any fun this weekend
 cool,d haha cool
 sitting in the parking lot-by myself i miss you baby. couple min til i gotta deal with a ****. then i`m peacin` out and hitting the gym,sitting in the parking lot-by myself  i miss you baby. couple min til i gotta deal with a ****. then i`m peacin` out and hitting the gym
 worth following regardless.,but worth following re
 too busy at work today to trash the cubes of vacationing team members,Too busy at work today to trash the cubes of vacationing team members
 i dreamt about monsters last night. like a little girl.,i dreamt about monsters last night.  like a little girl.
" seems that you, and i are all ex-baristas! commonalities ftw!","seems that you,  and I are all ex-baristas!  Commonalities ftw"
 _benson it`s raining where i am. i wish it wasn`t.,It`s raining where I am. I wish it wasn`t.
 i love you mom....alwayyyyyyyssssssss,Love
 sucks,its sucks that all diners aren`t 24hrs here anymore
 the sun has gone in!,The sun has gone in!
 **** frat - that`s too bad... should be a good show (at least i`m hoping so) esp. since it`s in bk...,**** Frat - that`s too bad...  Should be a good show (at least I`m hoping so) esp. since it`s in BK...
" gosh, no need to be so rude.","Gosh, no need to be so rude."
 back to work i go....,Back to work I go..
 back to work i go....,Poor
" i meant you are not lazy,","I meant you are not lazy, your work proves it"
 haha mon...do you really want me too send it?,haha Mon...Do you really want me too send it?
 i will have my life back.,i will have my life back.
 up early for class. ((blahh))-------> hang over kiddies,Up early for class. ((Blahh))-------> Hang Over kiddies
 love,bestie
 interesting,l ... they are interesting ..  doesnt tweet much tho
 now i need to find the keynote one! at least i know where to go!,Now I need to find the Keynote one! At least I know where to go! #ScreenCastsOnline
 desperation!!!,Desperation!!!
 i don`t see why not,I don`t see why not
 awe thank you!!,thank you!
 probably the coooolest,coooolest
 _von_abe i have no idea!! but all white?? weird!! but not bad,_Von_Abe  I have no idea!! but all white?? weird!! but not bad
 good morning world! haha had fun,fun
